asset_path,line,category,evidence
"Assets/_Project/Scripts/World/Clouds/VeilSystem.cs",121,"position-access","transform.position = new Vector3(0, warningHeight, 0);"
"Assets/_Project/Scripts/World/Clouds/VeilSystem.cs",142,"position-access","transform.position = new Vector3(0, veilHeight + 2f, 0);"
"Assets/_Project/Scripts/World/Clouds/VeilSystem.cs",159,"position-access","transform.position = new Vector3(0, subVeilFogHeight, 0);"
"Assets/_Project/Scripts/World/Clouds/VeilSystem.cs",194,"position-access","transform.position = new Vector3(0, veilHeight + 15f, 0);"
"Assets/_Project/Scripts/World/Clouds/VeilSystem.cs",204,"world-space-effects","simulationSpace = ParticleSystemSimulationSpace.World;"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",43,"spatial-member","private Vector3 _totalOffset = Vector3.zero;"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",201,"spatial-member","public Vector3 GetTotalOffset()"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",120,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",135,"position-access","worldRoot.position -= offset;"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",143,"position-access","transform.position}, "" +"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",162,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",172,"position-access","worldRoot.position:F0}, "" +"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",176,"position-access","worldRoot.position -= offset;"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",180,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",187,"position-access","worldRoot.position:F0}, totalOffset={_totalOffset:F0}"");"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",213,"position-access","transform.position:F0}"");"
"Assets/_Project/Scripts/World/Core/FloatingOrigin.cs",214,"position-access","worldRoot.position:F0}"");"
"Assets/_Project/Scripts/World/Core/MountainMassif.cs",23,"spatial-member","public Vector3 centerPosition;"
"Assets/_Project/Scripts/World/Core/WorldDataTypes.cs",67,"spatial-member","public Vector3 worldPosition;"
"Assets/_Project/Scripts/World/Core/WorldDataTypes.cs",153,"spatial-member","public Vector3 worldPosition;"
"Assets/_Project/Scripts/World/FloatingOrigin/GlobalPosition.cs",14,"network-serialization","INetworkSerializable"
"Assets/_Project/Scripts/World/FloatingOrigin/GlobalPosition.cs",70,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> serializer) where T : IReaderWriter"
"Assets/_Project/Scripts/World/FloatingOrigin/GlobalPosition.cs",79,"network-serialization","SerializeValue(ref x);"
"Assets/_Project/Scripts/World/FloatingOrigin/GlobalPosition.cs",80,"network-serialization","SerializeValue(ref y);"
"Assets/_Project/Scripts/World/FloatingOrigin/GlobalPosition.cs",81,"network-serialization","SerializeValue(ref z);"
"Assets/_Project/Scripts/World/FloatingOrigin/GlobalPosition.cs",35,"position-access","Transform.position here: use its frame.ToGlobal instead."
"Assets/_Project/Scripts/World/FloatingOrigin/LocalCoordinateFrame.cs",54,"spatial-member","public Vector3 ToLocal(GlobalPosition position)"
"Assets/_Project/Scripts/World/FloatingOrigin/OriginRebasePlan.cs",16,"spatial-member","public Vector3 LocalTranslation { get; }"
"Assets/_Project/Scripts/World/Generation/MountainMeshBuilder.cs",122,"position-access","transform.position = new Vector3("
"Assets/_Project/Scripts/World/Generation/MountainMeshBuilder.cs",133,"position-access","transform.position.x:F0}, {transform.position.z:F0}) | "" +"
"Assets/_Project/Scripts/World/Generation/MountainMeshBuilderV2.cs",111,"position-access","transform.position = new Vector3("
"Assets/_Project/Scripts/World/Generation/MountainMeshBuilderV2.cs",123,"position-access","transform.position.x:F0}, {transform.position.z:F0}) | "" +"
"Assets/_Project/Scripts/World/RespawnManager.cs",26,"spatial-member","public Vector3 GetEffectivePosition(int index)"
"Assets/_Project/Scripts/World/RespawnManager.cs",55,"spatial-member","public Vector3 GetFallbackPosition()"
"Assets/_Project/Scripts/World/RespawnManager.cs",24,"position-access","spawnPoint.position если назначен, иначе fallbackPosition."
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",79,"spatial-member","private Vector3 _lastPlayerPos;"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",80,"spatial-member","private Vector3 _teleportTarget;"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",140,"position-access","playerTransform.position;"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",289,"position-access","transform.position}"");"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",300,"position-access","transform.position}"");"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",318,"position-access","transform.position}"");"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",399,"position-access","playerTransform.position} to {worldSpawnPos}"");"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",431,"position-access","playerTransform.position = worldSpawnPos;"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",435,"position-access","playerTransform.position;"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",436,"position-access","playerTransform.position.z={playerTransform.position.z}, expected z={worldSpawnPos.z}"");"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",460,"position-access","transform.position}"");"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",471,"position-access","transform.position}"");"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",496,"position-access","transform.position}"");"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",516,"position-access","transform.position}"");"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",741,"position-access","playerTransform.position = worldPos;"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",836,"position-access","transform.position}"");"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",34,"lifecycle-placement","DontDestroyOnLoad(gameObject);"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",189,"lifecycle-placement","LoadSceneAsync(preloadScene));"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",705,"lifecycle-placement","LoadSceneAsync(scene));"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",734,"lifecycle-placement","LoadSceneAsync(targetScene);"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",752,"lifecycle-placement","LoadSceneAsync(playerScene);"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",807,"lifecycle-placement","LoadSceneAsync(sceneId)));"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",882,"lifecycle-placement","LoadSceneAsync(SceneID sceneId)"
"Assets/_Project/Scripts/World/Scene/ClientSceneLoader.cs",896,"lifecycle-placement","LoadSceneAsync(scenePath, LoadSceneMode.Additive);"
"Assets/_Project/Scripts/World/Scene/SceneBoundNetworkObject.cs",34,"position-access","transform.position);"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",12,"network-serialization","INetworkSerializable"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",100,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> serializer) where T : IReaderWriter"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",102,"network-serialization","SerializeValue(ref GridX);"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",103,"network-serialization","SerializeValue(ref GridZ);"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",122,"network-serialization","INetworkSerializable"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",142,"network-serialization","NetworkSerialize<T>(BufferSerializer<T> serializer) where T : IReaderWriter"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",144,"network-serialization","SerializeValue(ref TargetGridX);"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",145,"network-serialization","SerializeValue(ref TargetGridZ);"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",146,"network-serialization","SerializeValue(ref LocalPosX);"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",147,"network-serialization","SerializeValue(ref LocalPosY);"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",148,"network-serialization","SerializeValue(ref LocalPosZ);"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",29,"spatial-member","public Vector3 WorldOrigin => new Vector3(GridX * SCENE_SIZE, 0, GridZ * SCENE_SIZE);"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",31,"spatial-member","public Vector3 WorldCenter => new Vector3("
"Assets/_Project/Scripts/World/Scene/SceneID.cs",44,"spatial-member","public Vector3 ToLocalPosition(Vector3 worldPos)"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",53,"spatial-member","public Vector3 ToWorldPosition(Vector3 localPos)"
"Assets/_Project/Scripts/World/Scene/SceneID.cs",131,"spatial-member","public Vector3 LocalPosition => new Vector3(LocalPosX, LocalPosY, LocalPosZ);"
"Assets/_Project/Scripts/World/Scene/ServerSceneManager.cs",113,"position-access","playerTransform.position);"
"Assets/_Project/Scripts/World/Scene/ServerSceneManager.cs",164,"position-access","transform.position);"
"Assets/_Project/Scripts/World/Scene/ServerSceneManager.cs",233,"position-access","playerTransform.position);"
"Assets/_Project/Scripts/World/Streaming/ChunkLoader.cs",195,"position-access","transform.position = Vector3.zero;"
"Assets/_Project/Scripts/World/Streaming/ChunkNetworkSpawner.cs",257,"lifecycle-placement","Instantiate(chestPrefab.gameObject, position, Quaternion.identity);"
"Assets/_Project/Scripts/World/Streaming/ChunkNetworkSpawner.cs",279,"lifecycle-placement","Instantiate(npcPrefab.gameObject, position, Quaternion.identity);"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",498,"spatial-rpc-signature","private void BroadcastWorldShiftRpc(Vector3 offset, ClientRpcParams rpcParams = default)"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",550,"spatial-rpc-signature","public void RequestWorldShiftRpc(Vector3 cameraPos, ServerRpcParams rpcParams = default)"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",155,"spatial-member","private Vector3 _totalOffset = Vector3.zero;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",160,"spatial-member","private Vector3 _cachedWorldPosition = Vector3.zero;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",180,"spatial-member","public Vector3 TotalOffset => _totalOffset;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",279,"spatial-member","private Vector3 GetWorldPosition()"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",932,"spatial-member","private Vector3 RoundShift(Vector3 position)"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",225,"position-access","positionSource.position.magnitude > threshold;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",287,"position-access","positionSource.position.magnitude;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",294,"position-access","positionSource.position;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",298,"position-access","positionSource.position - _totalOffset;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",314,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",347,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",357,"position-access","thirdPersonCam.position;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",366,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",719,"position-access","root.position}, "";"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",762,"position-access","root.position}, "";"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",910,"position-access","transform.position:F0} (NOT under world root)"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",960,"position-access","t.position:F0}"")));"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",966,"position-access","tz.position;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",973,"position-access","root.position -= offset;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",982,"position-access","tz.position = originalPos;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",996,"position-access","tz.position:F0}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",1001,"position-access","transform.position:F0}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",1009,"position-access","root.position:F0}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",25,"legacy-origin","OnWorldShifted event"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",39,"legacy-origin","FloatingOriginMP : MonoBehaviour"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",47,"legacy-origin","OnWorldShifted;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",52,"legacy-origin","FloatingOriginMP _instance;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",53,"legacy-origin","FloatingOriginMP Instance => _instance;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",60,"legacy-origin","FloatingOriginMP."
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",180,"legacy-origin","TotalOffset => _totalOffset;"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",197,"legacy-origin","FloatingOriginMP] ResetOffset: was totalOffset={_totalOffset}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",199,"legacy-origin","FloatingOriginMP] ResetOffset: now totalOffset={_totalOffset}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",214,"legacy-origin","FloatingOriginMP."
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",293,"legacy-origin","FloatingOriginMP] GetWorldPosition: close to origin ({distToOrigin:F0}), using raw position"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",300,"legacy-origin","FloatingOriginMP] GetWorldPosition: far from origin ({distToOrigin:F0}), truePos={truePos:F0}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",321,"legacy-origin","FloatingOriginMP] GetWorldPosition: Object at {pos:F0} (>{500000}) is too far - SKIPPING! This looks like WorldRoot!"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",333,"legacy-origin","FloatingOriginMP] GetWorldPosition: using NetworkPlayer IsOwner, rawPos={pos:F0}, _totalOffset={_totalOffset:F0}, truePos={truePos:F0}, name={netObj.name}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",338,"legacy-origin","FloatingOriginMP] NetworkPlayer(Clone) at {pos:F0} is too close to origin - SKIPPING!"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",349,"legacy-origin","FloatingOriginMP] GetWorldPosition: using Player tag={pos:F0}, name={playerByTag.name}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",359,"legacy-origin","FloatingOriginMP] GetWorldPosition: using ThirdPersonCamera={pos:F0} (may be wrong!)"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",368,"legacy-origin","FloatingOriginMP] GetWorldPosition: using Camera.main={pos:F0} (WARNING: likely wrong!)"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",375,"legacy-origin","FloatingOriginMP] GetWorldPosition: No position source found! Using Vector3.zero"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",389,"legacy-origin","FloatingOriginMP] DUPLICATE INSTANCE on '{gameObject.name}'! Destroying. Existing instance on '{_instance.gameObject.name}'"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",411,"legacy-origin","FloatingOriginMP] CRITICAL: No world roots found! Searching: "" + string.Join("", "", worldRootNames));"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",423,"legacy-origin","FloatingOriginMP] LateUpdate skipped: initialized={_initialized}, roots={_worldRoots.Count}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",453,"legacy-origin","FloatingOriginMP] Debug: mode={mode}, cameraWorldPos={cameraWorldPos:F0}, dist={distFromOrigin:F0}, threshold={threshold:F0}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",472,"legacy-origin","FloatingOriginMP] LateUpdate: CLIENT sending RequestWorldShiftRpc, cameraWorldPos={cameraWorldPos:F0}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",501,"legacy-origin","OnWorldShifted снова"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",504,"legacy-origin","FloatingOriginMP] BroadcastWorldShiftRpc: ServerAuthority mode - IGNORING RPC (would cause loop!)"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",515,"legacy-origin","FloatingOriginMP] Received world shift from server: offset={offset}, "" +"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",555,"legacy-origin","FloatingOriginMP] RequestWorldShiftRpc: called on client - ignoring!"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",562,"legacy-origin","FloatingOriginMP] RequestWorldShiftRpc: cooldown active, ignoring"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",570,"legacy-origin","FloatingOriginMP] RequestWorldShiftRpc: dist={dist:F0} <= threshold={threshold:F0}, ignoring"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",579,"legacy-origin","FloatingOriginMP] RequestWorldShiftRpc: SERVER processing - cameraPos={cameraPos:F0}, offset={offset:F0}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",593,"legacy-origin","OnWorldShifted?.Invoke(offset);"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",600,"legacy-origin","FloatingOriginMP] RequestWorldShiftRpc: BroadcastWorldShiftRpc sent to all clients"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",617,"legacy-origin","FloatingOriginMP] ResetOrigin called but component is not initialized!"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",627,"legacy-origin","FloatingOriginMP] Before ResetOrigin: "" +"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",640,"legacy-origin","OnWorldShifted?.Invoke(offset);"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",648,"legacy-origin","FloatingOriginMP] After ResetOrigin: "" +"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",655,"legacy-origin","FloatingOriginMP] World position still far from origin after reset! "" +"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",673,"legacy-origin","FloatingOriginMP] ApplyWorldShift called but component is not initialized!"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",691,"legacy-origin","OnWorldShifted?.Invoke(offset);"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",695,"legacy-origin","FloatingOriginMP] ApplyWorldShift (from server): offset={offset}, "" +"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",721,"legacy-origin","FloatingOriginMP] SERVER SHIFT: offset={offset}, cameraPos={cameraWorldPos}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",722,"legacy-origin","FloatingOriginMP] Roots BEFORE shift: {rootsBefore}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",736,"legacy-origin","OnWorldShifted?.Invoke(offset);"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",743,"legacy-origin","FloatingOriginMP] SERVER SHIFT complete: totalOffset={_totalOffset}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",764,"legacy-origin","FloatingOriginMP] LOCAL SHIFT: offset={offset}, cameraPos={cameraWorldPos}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",765,"legacy-origin","FloatingOriginMP] Roots BEFORE shift: {rootsBefore}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",779,"legacy-origin","OnWorldShifted?.Invoke(offset);"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",783,"legacy-origin","FloatingOriginMP] LOCAL SHIFT complete: totalOffset={_totalOffset}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",809,"legacy-origin","FloatingOriginMP] Skipping excluded root: '{rootName}'"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",821,"legacy-origin","FloatingOriginMP] Found world root: '{rootName}'"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",830,"legacy-origin","FloatingOriginMP добавьте в сцену GameObject'ы с именами"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",831,"legacy-origin","FloatingOriginMP найдёт их."
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",834,"legacy-origin","FloatingOriginMP] Не найдено ни одного world root по именам: "" +"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",836,"legacy-origin","FloatingOriginMP отключён. Создайте в сцене пустой GameObject с именем 'WorldRoot' "" +"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",843,"legacy-origin","FloatingOriginMP теперь полагается на FindOrCreateWorldRoots() который"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",910,"legacy-origin","FloatingOriginMP] FindThirdPersonCamera: found '{camName}' at {camObj.transform.position:F0} (NOT under world root)"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",916,"legacy-origin","FloatingOriginMP] FindThirdPersonCamera: '{camName}' is UNDER world root - SKIPPING!"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",924,"legacy-origin","FloatingOriginMP] FindThirdPersonCamera: No valid camera found! Tried: {string.Join("", "", cameraNames)}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",959,"legacy-origin","FloatingOriginMP] Found {allTradeZones.Count} TradeZones in scene: "" +"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",990,"legacy-origin","FloatingOriginMP] === POST-SHIFT CHECK ==="");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",991,"legacy-origin","FloatingOriginMP] TradeZones restored: {restored}/{allTradeZones.Count}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",996,"legacy-origin","FloatingOriginMP] TradeZones NOW at: {tz.position:F0}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",1001,"legacy-origin","FloatingOriginMP] _camera ({_camera.name}) NOW at: {_camera.transform.position:F0}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",1009,"legacy-origin","FloatingOriginMP] WorldRoot NOW at: {root.position:F0}"");"
"Assets/_Project/Scripts/World/Streaming/FloatingOriginMP.cs",1035,"legacy-origin","FloatingOriginMP"", GUI.skin.box);"
"Assets/_Project/Scripts/World/Streaming/PlayerChunkTracker.cs",129,"position-access","playerTransform.position);"
"Assets/_Project/Scripts/World/Streaming/PlayerChunkTracker.cs",171,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/PlayerChunkTracker.cs",343,"legacy-origin","WorldStreamingManager для загрузки"
"Assets/_Project/Scripts/World/Streaming/PlayerChunkTracker.cs",344,"legacy-origin","WorldStreamingManager.Instance != null)"
"Assets/_Project/Scripts/World/Streaming/PlayerChunkTracker.cs",346,"legacy-origin","WorldStreamingManager.Instance.LoadChunkByServerCommand(chunkId);"
"Assets/_Project/Scripts/World/Streaming/PlayerChunkTracker.cs",350,"legacy-origin","WorldStreamingManager.Instance == null"");"
"Assets/_Project/Scripts/World/Streaming/PlayerChunkTracker.cs",365,"legacy-origin","WorldStreamingManager.Instance != null)"
"Assets/_Project/Scripts/World/Streaming/PlayerChunkTracker.cs",367,"legacy-origin","WorldStreamingManager.Instance.UnloadChunkByServerCommand(chunkId);"
"Assets/_Project/Scripts/World/Streaming/PlayerChunkTracker.cs",371,"legacy-origin","WorldStreamingManager.Instance == null"");"
"Assets/_Project/Scripts/World/Streaming/ProceduralChunkGenerator.cs",171,"position-access","transform.position = peak.worldPosition;"
"Assets/_Project/Scripts/World/Streaming/ProceduralChunkGenerator.cs",207,"position-access","transform.position = Vector3.zero;"
"Assets/_Project/Scripts/World/Streaming/ProceduralChunkGenerator.cs",289,"position-access","transform.position = farm.worldPosition;"
"Assets/_Project/Scripts/World/Streaming/ProceduralChunkGenerator.cs",279,"lifecycle-placement","Instantiate(farmPrefab, parentTransform);"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",69,"spatial-member","private Vector3 _targetPosition;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",186,"spatial-member","private Vector3 GetCurrentPosition()"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",190,"position-access","_trackedTransform.position;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",196,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",210,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",215,"position-access","transform.position = Vector3.MoveTowards("
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",337,"position-access","transform.position = _targetPosition;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",349,"position-access","transform.position = _targetPosition;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",388,"position-access","transform.position = pos;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",404,"position-access","transform.position = _targetPosition;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",418,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",24,"legacy-origin","WorldStreamingManager для тестирования"")]"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",25,"legacy-origin","WorldStreamingManager streamingManager;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",107,"legacy-origin","WorldStreamingManager.Instance;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",110,"legacy-origin","WorldStreamingManager>();"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",222,"legacy-origin","FloatingOriginMP>();"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",283,"legacy-origin","FloatingOriginMP>();"
"Assets/_Project/Scripts/World/Streaming/StreamingTest.cs",287,"legacy-origin","TotalOffset}"");"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",70,"spatial-member","private Vector3 _targetPosition;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",387,"spatial-member","private Vector3 GetPlayerPosition()"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",127,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",132,"position-access","transform.position = Vector3.MoveTowards("
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",296,"position-access","player.position = _targetPosition;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",305,"position-access","transform.position = _targetPosition;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",340,"position-access","transform.position = pos;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",354,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",395,"position-access","transform.position}"");"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",396,"position-access","transform.position;"
"Assets/_Project/Scripts/World/Streaming/StreamingTest_AutoRun.cs",404,"position-access","transform.position}"");"
